1.296325646398823472e-01,3.518845270677270574e-03,-4.293595728734814557e-03,6.988659090668744578e-02,6.728196676406829335e-02,3.566930539108558590e-02,-1.732950013725852514e-02,4.454875739634288345e-02,1.241334644966926581e-01,7.544498170426296169e-02
2.730709680483422996e-01,-1.127489628634119057e-01,-6.726781019672581352e-02,-8.618591774454201215e-02,-4.832566173554034283e-02,3.136405106475938925e-02,2.738172143659132335e-02,-1.193936431526998326e-01,1.012355433608686933e-01,5.708974510883610409e-02
2.379619981418893415e-01,-1.148863952415354051e-01,-8.231319763026816172e-02,-8.093932558462531290e-03,4.608645141356702141e-03,-3.764687983475359379e-03,-1.344069113569109318e-02,1.096915194271453342e-01,1.438099530088591399e-02,-3.003863957499600806e-02
9.284437001545303714e-02,-2.051500570573857110e-02,-3.051924258422055239e-02,-1.101234541538808134e-02,4.029377042090298566e-02,2.805811877442345587e-02,-2.377936191371120278e-02,9.198200888448514190e-02,-2.112918145603527240e-02,4.143366793829851569e-03
7.455393001473838155e-02,-2.756678210751974459e-02,-7.931507599279567777e-03,-4.420444104571961963e-02,-1.119644841499083630e-02,-4.388655526590891365e-02,-2.093484823408943776e-02,1.794192577111386119e-02,8.646323795321177869e-03,-2.164299421837082016e-02
1.307177912438758360e-01,4.425246194085862006e-02,8.531954568558638985e-02,9.017351142757503574e-03,1.425739590268323802e-02,-1.008676994309986169e-01,-5.525513265959094977e-02,6.111134580255719873e-02,1.010862856246443203e-01,3.657377521203441367e-02
7.435719843245927607e-02,7.288548735654518801e-03,2.635060538467889901e-02,5.444771269547533932e-02,-5.176138342273423412e-03,-4.581597523319073939e-02,-6.903133762900482036e-03,5.947881102795152947e-02,6.589075702001616353e-02,4.182829938360722866e-02
7.844727830156088266e-02,1.122254803694639098e-02,2.251829030798262882e-02,3.748947716181569301e-02,1.985255583604109489e-02,-3.214069752974313410e-02,-3.445511113652413582e-02,8.072347336077140278e-02,2.391133767011539499e-02,7.692619990231705507e-02
2.185876441611471141e-02,-3.574108703805415743e-03,8.026018268841795178e-04,-6.002971118119460568e-04,7.335011383567390311e-03,-2.216725825098297270e-02,3.380153075360751384e-03,6.946392128750436545e-03,2.030927666306551246e-03,-7.001875429197834677e-03
1.256148196333211620e-01,1.385036068051943153e-02,1.785733531520219616e-02,-4.122687179316600337e-02,1.168439939292972296e-01,-3.988434032369694501e-03,-8.235656521676529285e-02,-3.630794937543836698e-02,-4.231829027765527523e-02,-1.886964852399982545e-02
