1.296327295839905247e-01,3.649754459189322696e-03,-4.674964114072750580e-03,6.914445428975217467e-02,7.052863333143638558e-02
2.730710300455819195e-01,-1.121385115435084290e-01,-6.573964237942842015e-02,-8.715569463007777351e-02,-4.986234132864490742e-02
2.379616393071046776e-01,-1.143064658468026101e-01,-8.280800854476662309e-02,-8.743794083614492979e-03,2.369709869739087399e-03
9.284415283899699611e-02,-2.035860044088284859e-02,-3.105753921380243615e-02,-1.128930156466839002e-02,4.192311972111335827e-02
7.455420299223836089e-02,-2.702418815878670361e-02,-7.895967046060948721e-03,-4.399283962619319338e-02,-1.126308832445036164e-02
1.307178402672520001e-01,4.413063734416782652e-02,8.536128648847088329e-02,8.440615802083646299e-03,1.469077046952927366e-02
7.435748380474832553e-02,6.877645522807642603e-03,2.640821820488229929e-02,5.537546500057739796e-02,-2.782067779257976770e-03
7.844850272486231235e-02,1.276816382125906327e-02,2.272054138553997529e-02,3.789444883495285410e-02,1.937805127589237175e-02
2.185864529176619747e-02,-3.665559382160327347e-03,8.905772460156262003e-04,-3.894081330866441858e-04,7.894277875136045119e-03
1.256149935681731555e-01,1.401643808330951986e-02,1.910678506895676851e-02,-4.123104277356707398e-02,1.155243985558681019e-01
1.605119818838799395e-01,8.971620370175441977e-03,2.770751919279888786e-02,7.226458468215818387e-02,3.968355591242731656e-02
1.721722332807246736e-01,-7.343510137705878960e-02,-9.737086266521058353e-02,-2.153987954225366347e-02,-1.362854766324826661e-03
1.378524120526891661e-01,-5.463748345912558535e-02,-2.208884638240755927e-02,-6.418991329346478147e-02,-2.895723582361772394e-02
2.387916355692424331e-01,-9.891244584305053378e-02,-5.845413931617859937e-02,-6.421801351147492579e-03,-3.770627190112333521e-02
1.683811093475280629e-01,-1.105755201796143269e-02,2.425849347175125167e-02,-7.286355319870455038e-02,-1.391173480210238997e-02
1.541251968464358024e-01,-1.686561955044994093e-02,3.166539863844864550e-02,-7.127949049901269318e-02,6.332475704792810134e-02
2.326272302538527903e-01,-1.271435187777217868e-01,-7.265674527044520270e-02,3.658187130211150440e-02,-6.749874904368519113e-02
2.126503108587415314e-01,-2.379099968565365902e-02,1.721348566772499741e-02,-6.217612572060866871e-02,-1.736202942721446971e-02
2.955764284777795750e-02,-9.842426253955196755e-03,-6.228844342817379393e-03,-9.171046322447164861e-03,2.415915565662974177e-03
1.608435240293354662e-01,-1.883172443693160308e-02,4.456511887332605809e-02,-1.153760888015789576e-01,-1.941953617540904953e-02
3.920576059894637783e-02,9.837284817228461944e-03,-1.036939142071515579e-02,-1.317802582809717710e-02,8.169772068269305632e-02
2.217192367112321427e-01,-3.778232294231900074e-02,5.861931894237976115e-03,-3.679038398732720205e-02,-3.474941049833567275e-02
1.363138508393484938e-01,-1.733863326120453976e-02,3.846983426615986634e-02,9.313558156992671200e-02,4.278296767164720127e-02
1.571880828807527553e-01,1.714306955163091284e-01,7.671787879023002354e-02,-1.397378009919080996e-02,-3.428123583849151945e-02
2.097847609870398256e-01,-1.662107664834231585e-02,1.161563047234912341e-02,-9.065454422453715633e-02,5.439038785928435038e-02
2.603046122263454887e-01,2.142811595803345570e-01,-1.472069411876404388e-01,1.611759937890723526e-02,-4.722103106977448839e-02
1.340059539486206930e-01,1.625281177192649737e-02,8.369708648547653090e-03,-7.059657374767006055e-02,1.331609171229136135e-01
1.451997566692884989e-01,-6.006619929312131956e-02,-5.310926502577629355e-02,-3.602503775236680361e-02,2.417248741894193961e-02
1.408966313006081439e-01,-6.476771303534831214e-02,-6.008197727816452088e-02,-3.748438332275254303e-02,1.083988859356919097e-02
1.124058271447678503e-01,2.098502004643817281e-02,3.920399996834759461e-03,5.210916695189177217e-02,2.450865568676072193e-01
9.874380441742726801e-05,-3.021115276179563050e-04,-2.682849440136128669e-04,-2.444864409547534818e-04,-2.296929712034244950e-04
2.033718687203079079e-01,-6.015007909450081208e-02,-3.078426619440350481e-02,3.927745480738335793e-02,8.957375009062396726e-03
1.365922120144113239e-01,-3.681239802588823218e-02,2.396425343635232366e-02,7.265688158312677558e-02,-6.818743770232668644e-02
2.339217563272301403e-01,-7.026263756075816491e-02,-5.899549455278875823e-03,-1.202264897572905972e-01,-3.471449420063717900e-02
1.984389387346005840e-01,-1.058460313124115898e-01,-6.183208337833218798e-02,3.715945381248200730e-02,-2.005749485015466058e-02
1.878925603093759555e-01,-8.075371830749381030e-02,-4.354705657681259140e-02,-5.433279865881007753e-02,-4.289473051202451898e-02
3.258624285564833134e-02,1.839201882625359635e-02,-9.169792905432960772e-03,-6.262217872601101229e-04,1.252714505696384262e-01
1.796222212117056238e-01,-6.376901068198072287e-02,-1.352847498134782805e-02,-1.933999385227535769e-02,-1.029358677206971585e-02
1.141746141251055030e-01,-3.556346136367556643e-02,-1.098996373458943111e-02,-5.808446176050081899e-02,-3.335903373030375818e-02
1.421888346896577338e-01,-1.450610008433043073e-02,-9.629643088642187571e-03,-4.554968090887576149e-02,8.212698029389564613e-02
1.298170151429139385e-01,-9.105051950967155139e-03,7.224554353933383688e-03,-6.974738449695237763e-02,1.251009326947238182e-02
1.946086470985705086e-01,-1.099239194315601992e-01,-9.662544984092791278e-02,-4.281223996002603283e-02,-7.404278216889045167e-03
2.333027695775672095e-01,-6.381852523661631083e-02,-3.173275763051978948e-02,-6.043519356054929959e-02,3.877293612708234555e-02
1.308661273601037789e-01,-2.554598953516535459e-02,1.385708449815505582e-02,-5.211339633666429993e-02,-1.996796820824769600e-02
2.138440645821017561e-01,-8.239024359396764086e-02,-4.046868983947608106e-02,4.939028030630416427e-03,-1.474059804357502612e-02
1.603214072404153812e-01,1.236578273072256873e-01,9.000563326657815000e-03,3.794072479476975207e-02,-1.422359377932580840e-02
1.999061223705491108e-01,-8.167036785197463733e-02,-8.822725059820026028e-02,-4.875479019808576231e-02,6.506279834452216582e-02
9.445472335999005598e-02,-6.536495591702987627e-03,1.761261546119519822e-02,-6.018686706514357609e-02,4.340567175420001478e-03
9.713475114760902751e-02,-3.627809771801385891e-02,-9.547500029146244876e-03,-4.177058458592687595e-02,-3.309024589969779967e-02
1.472521582410571683e-01,-4.388005044885009975e-02,-2.822732918364862301e-02,1.608239784774353337e-02,1.479667101805453265e-02
2.615472857031067577e-01,1.656921477621975392e-01,-1.244380186664607174e-01,3.178946624319526487e-02,1.380145924561694548e-02
5.908110350496359464e-02,-1.163004198967958550e-02,1.281759227193401962e-02,-4.594972640653752216e-02,-2.558410871680180318e-02
9.413609996310864925e-02,-5.293581419723513565e-02,-3.245399947937641083e-02,-2.763114264923954497e-02,-1.486091677005219568e-02
1.603437820714661288e-01,3.561842083080338228e-02,5.598558427788011965e-02,7.411454674134869414e-02,5.158454144362334404e-02
1.776286625990789181e-01,-6.124054545664955884e-02,-3.888388277780008284e-02,-1.795973882316858825e-02,9.018706968444591479e-03
1.311323352084224625e-01,-7.103641481019146164e-02,-5.496943051889270626e-02,-4.974938655472298937e-02,-5.530185081554852417e-02
2.783102959125272058e-01,-1.348852900704323732e-01,-8.870275885435746632e-02,-8.032671336061586453e-02,-6.395695511340487860e-02
2.079751682672434376e-01,-4.751655713845306939e-02,-1.623767404431809142e-02,-4.696228473134876624e-02,-2.214427022913250873e-02
2.094841958178420005e-01,-1.047251999509026255e-01,-6.303745164254924427e-02,-4.845710425986048814e-02,-4.427503083738483503e-02
9.421864245346019129e-02,-2.473663061172666142e-02,-7.239340106275632750e-03,-6.285665244914660776e-02,-7.005445323256588933e-03
2.189324279877376545e-01,-1.162809269158328329e-01,-9.382446229678666205e-02,-2.968667473202743143e-02,-3.462112800120933920e-02
1.259909563220012463e-01,1.964117639931324544e-03,2.104629345445260813e-02,5.107160368006227746e-02,1.681289241073263829e-02
8.420211421373667571e-02,-1.694345660177681498e-02,-1.195722071059755753e-02,9.201675979284852300e-03,9.751200298247612863e-02
1.991906112882221302e-01,-6.603201635730998609e-02,-2.431438294776505984e-02,-2.170400069903695092e-03,-5.505321626066894160e-03
1.877043885844363880e-01,-1.015845411126713171e-01,-6.885790685205783745e-02,-1.854814254582316108e-02,-3.524126936077954381e-02
1.642161749981478069e-01,-6.652318453902508755e-02,-2.586621414353660123e-02,-8.806322164468144420e-02,-3.878819711435951140e-02
9.544281152337326379e-02,1.015007651762827971e-02,5.968453602507511890e-02,-3.801506568289987620e-02,1.670183963193633270e-02
2.487621785553568166e-01,7.382396935536642349e-03,9.533019635008081749e-02,-1.212481906960724831e-01,1.138121696138668509e-02
2.106025454068127800e-01,-9.734718043449505642e-02,-8.764736026871369767e-02,-7.719130613634669902e-02,1.743993570095775381e-03
2.237443703864265276e-01,-1.064461852473051195e-01,-8.221997052539847806e-02,-6.126323310269856520e-02,-2.241258465947616046e-02
1.855555023572212636e-01,-1.087716232376897407e-01,-7.006185873740870818e-02,-1.915920723274176785e-02,-4.732458602495097366e-02
1.537405591732741439e-01,-1.684587749271853480e-02,-1.963739305531181020e-02,4.036962853458191808e-02,4.152654534755814697e-02
1.895415852043588478e-01,-8.789627091179219587e-02,-5.998852943822648859e-02,-4.747062609915782272e-02,-8.050250160234124694e-03
